Timestamp_Shimmer;Skin_Conductance;Skin_Resistance;PPG_A13
4.998.911.437.988.280;16.237.493.849.434.100;615.858.585.858.586;39.267.399.267.399.200
49.999.114.990.234.300;16.237.493.849.434.100;615.858.585.858.586;39.267.399.267.399.200
5.000.911.560.058.590;16.237.493.849.434.100;615.858.585.858.586;39.267.399.267.399.200
500.191.162.109.375;16.237.493.849.434.100;615.858.585.858.586;39.194.139.194.139.100
5.002.911.682.128.900;16.237.493.849.434.100;615.858.585.858.586;39.194.139.194.139.100
50.039.117.431.640.600;1.627.394.164.707.590;6.144.792.833.146.690;39.194.139.194.139.100
5.004.911.804.199.210;16.237.493.849.434.100;615.858.585.858.586;3.912.087.912.087.910
5.005.911.865.234.370;16.237.493.849.434.100;615.858.585.858.586;3.904.761.904.761.900
5.006.911.926.269.530;1.627.394.164.707.590;6.144.792.833.146.690;3.912.087.912.087.910
50.079.119.873.046.800;16.237.493.849.434.100;615.858.585.858.586;3.904.761.904.761.900
5.008.912.048.339.840;16.237.493.849.434.100;615.858.585.858.586;3.904.761.904.761.900
5.009.912.109.375;16.237.493.849.434.100;615.858.585.858.586;3.904.761.904.761.900
5.010.912.170.410.150;16.237.493.849.434.100;615.858.585.858.586;3.904.761.904.761.900
50.119.122.314.453.100;1.627.394.164.707.590;6.144.792.833.146.690;3.912.087.912.087.910
5.012.912.292.480.460;16.237.493.849.434.100;615.858.585.858.586;3.904.761.904.761.900
5.013.912.353.515.620;16.201.046.051.792.300;6.172.440.944.881.890;38.901.098.901.098.800
5.014.912.414.550.780;16.237.493.849.434.100;615.858.585.858.586;3.897.435.897.435.890
50.159.124.755.859.300;16.237.493.849.434.100;615.858.585.858.586;3.897.435.897.435.890
5.016.912.536.621.090;16.201.046.051.792.300;6.172.440.944.881.890;39.487.179.487.179.400
501.791.259.765.625;16.237.493.849.434.100;615.858.585.858.586;38.827.838.827.838.800
5.018.912.658.691.400;16.237.493.849.434.100;615.858.585.858.586;38.901.098.901.098.800
50.199.127.197.265.600;16.201.046.051.792.300;6.172.440.944.881.890;38.827.838.827.838.800
5.020.912.780.761.710;16.201.046.051.792.300;6.172.440.944.881.890;3.875.457.875.457.870
5.021.912.841.796.870;16.237.493.849.434.100;615.858.585.858.586;38.827.838.827.838.800
5.022.912.902.832.030;16.237.493.849.434.100;615.858.585.858.586;38.827.838.827.838.800
50.239.129.638.671.800;16.201.046.051.792.300;6.172.440.944.881.890;3.875.457.875.457.870
5.024.913.024.902.340;16.201.046.051.792.300;6.172.440.944.881.890;3.875.457.875.457.870
50.259.130.859.375;16.201.046.051.792.300;6.172.440.944.881.890;3.868.131.868.131.860
5.026.913.146.972.650;16.201.046.051.792.300;6.172.440.944.881.890;3.868.131.868.131.860
50.279.132.080.078.100;16.201.046.051.792.300;6.172.440.944.881.890;3.868.131.868.131.860
5.028.913.269.042.960;16.201.046.051.792.300;6.172.440.944.881.890;3.868.131.868.131.860
5.029.913.330.078.120;16.201.046.051.792.300;6.172.440.944.881.890;3.868.131.868.131.860
5.030.913.391.113.280;16.201.046.051.792.300;6.172.440.944.881.890;3.868.131.868.131.860
50.319.134.521.484.300;16.201.046.051.792.300;6.172.440.944.881.890;3.868.131.868.131.860
5.032.913.513.183.590;16.201.046.051.792.300;6.172.440.944.881.890;38.608.058.608.058.600
503.391.357.421.875;16.201.046.051.792.300;6.172.440.944.881.890;3.868.131.868.131.860
5.034.913.635.253.900;16.201.046.051.792.300;6.172.440.944.881.890;3.868.131.868.131.860
50.359.136.962.890.600;16.237.493.849.434.100;615.858.585.858.586;38.608.058.608.058.600
5.036.913.757.324.210;16.237.493.849.434.100;615.858.585.858.586;38.534.798.534.798.500
5.037.913.818.359.370;16.201.046.051.792.300;6.172.440.944.881.890;38.534.798.534.798.500
5.038.913.879.394.530;16.237.493.849.434.100;615.858.585.858.586;38.534.798.534.798.500
50.399.139.404.296.800;16.201.046.051.792.300;6.172.440.944.881.890;38.534.798.534.798.500
5.040.914.001.464.840;16.237.493.849.434.100;615.858.585.858.586;38.534.798.534.798.500
50.419.140.625;16.201.046.051.792.300;6.172.440.944.881.890;38.534.798.534.798.500
5.042.914.123.535.150;16.201.046.051.792.300;6.172.440.944.881.890;3.846.153.846.153.840
50.439.141.845.703.100;16.201.046.051.792.300;6.172.440.944.881.890;38.534.798.534.798.500
5.044.914.245.605.460;16.201.046.051.792.300;6.172.440.944.881.890;3.846.153.846.153.840
5.045.914.306.640.620;16.201.046.051.792.300;6.172.440.944.881.890;3.838.827.838.827.830
5.046.914.367.675.780;16.201.046.051.792.300;6.172.440.944.881.890;3.838.827.838.827.830
50.479.144.287.109.300;16.201.046.051.792.300;6.172.440.944.881.890;3.897.435.897.435.890
5.048.914.489.746.090;16.237.493.849.434.100;615.858.585.858.586;3.838.827.838.827.830
504.991.455.078.125;16.201.046.051.792.300;6.172.440.944.881.890;3.838.827.838.827.830
5.050.914.611.816.400;16.201.046.051.792.300;6.172.440.944.881.890;3.838.827.838.827.830
50.519.146.728.515.600;16.201.046.051.792.300;6.172.440.944.881.890;3.831.501.831.501.830
5.052.914.733.886.710;16.201.046.051.792.300;6.172.440.944.881.890;3.831.501.831.501.830
5.053.914.794.921.870;1.616.459.825.415.040;6.186.358.511.837.650;3.838.827.838.827.830
5.054.914.855.957.030;16.201.046.051.792.300;6.172.440.944.881.890;38.241.758.241.758.200
50.559.149.169.921.800;1.616.459.825.415.040;6.186.358.511.837.650;3.831.501.831.501.830
5.056.914.978.027.340;16.201.046.051.792.300;6.172.440.944.881.890;3.831.501.831.501.830
50.579.150.390.625;1.616.459.825.415.040;6.186.358.511.837.650;3.831.501.831.501.830
5.058.915.100.097.650;16.201.046.051.792.300;6.172.440.944.881.890;3.831.501.831.501.830
50.599.151.611.328.100;1.616.459.825.415.040;6.186.358.511.837.650;3.831.501.831.501.830
5.060.915.222.167.960;16.201.046.051.792.300;6.172.440.944.881.890;38.241.758.241.758.200
5.061.915.283.203.120;1.616.459.825.415.040;6.186.358.511.837.650;3.831.501.831.501.830
5.062.915.344.238.280;1.616.459.825.415.040;6.186.358.511.837.650;3.831.501.831.501.830
50.639.154.052.734.300;1.612.815.045.650.860;6.200.338.983.050.840;38.241.758.241.758.200
5.064.915.466.308.590;1.612.815.045.650.860;6.200.338.983.050.840;38.241.758.241.758.200
506.591.552.734.375;1.612.815.045.650.860;6.200.338.983.050.840;3.831.501.831.501.830
5.066.915.588.378.900;1.616.459.825.415.040;6.186.358.511.837.650;3.904.761.904.761.900
50.679.156.494.140.600;1.612.815.045.650.860;6.200.338.983.050.840;38.241.758.241.758.200
5.068.915.710.449.210;1.612.815.045.650.860;6.200.338.983.050.840;38.168.498.168.498.100
5.069.915.771.484.370;16.091.702.658.866.800;6.214.382.785.956.960;38.241.758.241.758.200
5.070.915.832.519.530;16.091.702.658.866.800;6.214.382.785.956.960;38.241.758.241.758.200
50.719.158.935.546.800;16.091.702.658.866.800;6.214.382.785.956.960;38.241.758.241.758.200
5.072.915.954.589.840;16.091.702.658.866.800;6.214.382.785.956.960;38.241.758.241.758.200
5.073.916.015.625;1.612.815.045.650.860;6.200.338.983.050.840;3.809.523.809.523.800
5.074.916.076.660.150;16.091.702.658.866.800;6.214.382.785.956.960;38.168.498.168.498.100
50.759.161.376.953.100;1.605.525.486.122.500;62.284.903.518.728.700;3.831.501.831.501.830
5.076.916.198.730.460;16.091.702.658.866.800;6.214.382.785.956.960;38.168.498.168.498.100
5.077.916.259.765.620;1.605.525.486.122.500;62.284.903.518.728.700;38.168.498.168.498.100
5.078.916.320.800.780;1.605.525.486.122.500;62.284.903.518.728.700;38.168.498.168.498.100
50.799.163.818.359.300;1.605.525.486.122.500;62.284.903.518.728.700;38.168.498.168.498.100
5.080.916.442.871.090;1.601.880.706.358.310;6.242.662.116.040.950;38.168.498.168.498.100
508.191.650.390.625;1.601.880.706.358.310;6.242.662.116.040.950;38.168.498.168.498.100
5.082.916.564.941.400;1.605.525.486.122.500;62.284.903.518.728.700;38.168.498.168.498.100
50.839.166.259.765.600;1.601.880.706.358.310;6.242.662.116.040.950;3.809.523.809.523.800
5.084.916.687.011.710;1.601.880.706.358.310;6.242.662.116.040.950;38.168.498.168.498.100
5.085.916.748.046.870;15.982.359.265.941.300;6.256.898.517.673.880;3.809.523.809.523.800
5.086.916.809.082.030;1.601.880.706.358.310;6.242.662.116.040.950;38.241.758.241.758.200
50.879.168.701.171.800;15.982.359.265.941.300;6.256.898.517.673.880;38.168.498.168.498.100
5.088.916.931.152.340;15.982.359.265.941.300;6.256.898.517.673.880;3.809.523.809.523.800
50.899.169.921.875;1.601.880.706.358.310;6.242.662.116.040.950;38.168.498.168.498.100
5.090.917.053.222.650;15.982.359.265.941.300;6.256.898.517.673.880;3.809.523.809.523.800
50.919.171.142.578.100;15.945.911.468.299.500;6.271.200.000.000.000;3.809.523.809.523.800
5.092.917.175.292.960;15.982.359.265.941.300;6.256.898.517.673.880;3.809.523.809.523.800
5.093.917.236.328.120;15.982.359.265.941.300;6.256.898.517.673.880;38.168.498.168.498.100
5.094.917.297.363.280;15.982.359.265.941.300;6.256.898.517.673.880;38.168.498.168.498.100
50.959.173.583.984.300;15.945.911.468.299.500;6.271.200.000.000.000;3.809.523.809.523.800
5.096.917.419.433.590;15.982.359.265.941.300;6.256.898.517.673.880;3.809.523.809.523.800
509.791.748.046.875;15.945.911.468.299.500;6.271.200.000.000.000;3.809.523.809.523.800
5.098.917.541.503.900;15.945.911.468.299.500;6.271.200.000.000.000;3.809.523.809.523.800
50.999.176.025.390.600;15.945.911.468.299.500;6.271.200.000.000.000;3.809.523.809.523.800
5.100.917.663.574.210;15.945.911.468.299.500;6.271.200.000.000.000;3.809.523.809.523.800
5.101.917.724.609.370;15.945.911.468.299.500;6.271.200.000.000.000;3.809.523.809.523.800
5.102.917.785.644.530;15.945.911.468.299.500;6.271.200.000.000.000;38.168.498.168.498.100
51.039.178.466.796.800;15.945.911.468.299.500;6.271.200.000.000.000;3.758.241.758.241.750
5.104.917.907.714.840;15.909.463.670.657.600;6.285.567.010.309.270;37.948.717.948.717.900
510.591.796.875;16.078.926.880.320.600;6.219.320.527.067.780;3.802.197.802.197.800
5.106.918.029.785.150;16.084.032.111.906.600;6.217.346.452.943.970;3.897.435.897.435.890
51.079.180.908.203.100;16.084.032.111.906.600;6.217.346.452.943.970;3.897.435.897.435.890
5.108.918.151.855.460;16.078.926.880.320.600;6.219.320.527.067.780;3.897.435.897.435.890
5.109.918.212.890.620;16.078.926.880.320.600;6.219.320.527.067.780;3.897.435.897.435.890
5.110.918.273.925.780;16.068.716.417.148.400;62.232.724.384.432.000;3.897.435.897.435.890
51.119.183.349.609.300;1.607.382.164.873.450;6.221.295.855.169.120;38.827.838.827.838.800
5.112.918.395.996.090;16.063.611.185.562.400;6.225.250.278.086.760;38.901.098.901.098.800
511.391.845.703.125;16.063.611.185.562.400;6.225.250.278.086.760;38.901.098.901.098.800
5.114.918.518.066.400;1.605.340.072.239.020;62.292.097.312.768.300;38.827.838.827.838.800
51.159.185.791.015.600;160.482.954.908.042;6.231.191.347.224.430;38.827.838.827.838.800
5.116.918.640.136.710;1.605.340.072.239.020;62.292.097.312.768.300;3.904.761.904.761.900
5.117.918.701.171.870;160.482.954.908.042;6.231.191.347.224.430;3.875.457.875.457.870
5.118.918.762.207.030;16.032.979.796.045.900;6.237.143.766.916.090;38.827.838.827.838.800
51.199.188.232.421.800;16.038.085.027.632.000;6.235.158.363.838.930;38.901.098.901.098.800
5.120.918.884.277.340;1.602.787.456.445.990;6.239.130.434.782.600;3.875.457.875.457.870
51.219.189.453.125;1.602.787.456.445.990;6.239.130.434.782.600;38.901.098.901.098.800
5.122.919.006.347.650;1.602.276.933.287.380;6.241.118.368.647.440;38.827.838.827.838.800
51.239.190.673.828.100;16.017.664.101.287.700;6.243.107.569.721.110;3.875.457.875.457.870
5.124.919.128.417.960;16.012.558.869.701.700;62.450.980.392.156.800;3.875.457.875.457.870
5.125.919.189.453.120;1.600.745.363.811.560;6.247.089.778.344.760;3.875.457.875.457.870
5.126.919.250.488.280;16.002.348.406.529.500;6.249.082.788.323.490;38.827.838.827.838.800
51.279.193.115.234.300;11.424.562.170.830.800;875.307.066.517.786;3.875.457.875.457.870
5.128.919.372.558.590;16.002.348.406.529.500;6.249.082.788.323.490;3.875.457.875.457.870
512.991.943.359.375;15.987.032.711.771.300;6.255.069.455.532.490;38.827.838.827.838.800
5.130.919.494.628.900;15.981.927.480.185.300;6.257.067.561.092.470;38.827.838.827.838.800
51.319.195.556.640.600;1.597.682.224.859.920;6.259.066.943.601.210;38.827.838.827.838.800
5.132.919.616.699.210;15.971.717.017.013.100;6.261.067.604.283.200;3.875.457.875.457.870
5.133.919.677.734.370;15.966.611.785.427.100;6.263.069.544.364.500;3.875.457.875.457.870
5.134.919.738.769.530;1.596.150.655.384.100;6.265.072.765.072.760;3.868.131.868.131.860
51.359.197.998.046.800;15.951.296.090.668.900;62.690.830.532.885.200;3.875.457.875.457.870
5.136.919.860.839.840;15.951.296.090.668.900;62.690.830.532.885.200;3.868.131.868.131.860
5.137.919.921.875;15.946.190.859.082.800;62.710.901.232.591.600;3.868.131.868.131.860
5.138.919.982.910.150;1.593.598.039.591.070;6.275.108.121.095.620;3.868.131.868.131.860
51.399.200.439.453.100;15.930.875.164.324.600;6.277.119.051.434.060;3.875.457.875.457.870
5.140.920.104.980.460;1.593.598.039.591.070;6.275.108.121.095.620;3.868.131.868.131.860
5.141.920.166.015.620;15.925.769.932.738.500;62.791.312.710.370.200;3.868.131.868.131.860
5.142.920.227.050.780;15.925.769.932.738.500;62.791.312.710.370.200;3.868.131.868.131.860
51.439.202.880.859.300;15.925.769.932.738.500;62.791.312.710.370.200;3.868.131.868.131.860
5.144.920.349.121.090;15.915.559.469.566.400;6.283.159.582.999.190;38.608.058.608.058.600
514.592.041.015.625;1.591.045.423.798.030;62.851.756.778.437.300;3.868.131.868.131.860
5.146.920.471.191.400;15.905.349.006.394.300;6.287.193.066.923.440;3.868.131.868.131.860
51.479.205.322.265.600;15.900.243.774.808.200;628.921.175.148.499;3.868.131.868.131.860
5.148.920.593.261.710;15.895.138.543.222.100;6.291.231.732.776.610;3.868.131.868.131.860
5.149.920.654.296.870;15.895.138.543.222.100;6.291.231.732.776.610;38.608.058.608.058.600
5.150.920.715.332.030;15.895.138.543.222.100;6.291.231.732.776.610;38.608.058.608.058.600
51.519.207.763.671.800;158.900.333.116.361;6.293.253.012.048.190;38.608.058.608.058.600
5.152.920.837.402.340;158.900.333.116.361;6.293.253.012.048.190;38.608.058.608.058.600
51.539.208.984.375;1.588.492.808.005.000;62.952.755.905.511.800;3.868.131.868.131.860
5.154.920.959.472.650;1.588.492.808.005.000;62.952.755.905.511.800;38.608.058.608.058.600
51.559.210.205.078.100;158.900.333.116.361;6.293.253.012.048.190;38.534.798.534.798.500
5.156.921.081.542.960;1.588.492.808.005.000;62.952.755.905.511.800;38.534.798.534.798.500
5.157.921.142.578.120;15.879.822.848.463.900;62.972.994.695.386.500;38.608.058.608.058.600
5.158.921.203.613.280;1.588.492.808.005.000;62.952.755.905.511.800;38.534.798.534.798.500
51.599.212.646.484.300;15.879.822.848.463.900;62.972.994.695.386.500;38.534.798.534.798.500
5.160.921.325.683.590;15.879.822.848.463.900;62.972.994.695.386.500;38.534.798.534.798.500
516.192.138.671.875;15.879.822.848.463.900;62.972.994.695.386.500;3.846.153.846.153.840
5.162.921.447.753.900;1.588.492.808.005.000;62.952.755.905.511.800;38.534.798.534.798.500
51.639.215.087.890.600;1.588.492.808.005.000;62.952.755.905.511.800;3.838.827.838.827.830
5.164.921.569.824.210;158.900.333.116.361;6.293.253.012.048.190;3.846.153.846.153.840
5.165.921.630.859.370;158.900.333.116.361;6.293.253.012.048.190;3.846.153.846.153.840
5.166.921.691.894.530;158.900.333.116.361;6.293.253.012.048.190;3.904.761.904.761.900
51.679.217.529.296.800;15.900.243.774.808.200;628.921.175.148.499;38.534.798.534.798.500
5.168.921.813.964.840;15.905.349.006.394.300;6.287.193.066.923.440;3.838.827.838.827.830
5.169.921.875;15.895.138.543.222.100;6.291.231.732.776.610;3.846.153.846.153.840
5.170.921.936.035.150;15.900.243.774.808.200;628.921.175.148.499;3.838.827.838.827.830
51.719.219.970.703.100;15.900.243.774.808.200;628.921.175.148.499;3.838.827.838.827.830
5.172.922.058.105.460;15.905.349.006.394.300;6.287.193.066.923.440;3.838.827.838.827.830
5.173.922.119.140.620;15.915.559.469.566.400;6.283.159.582.999.190;3.838.827.838.827.830
5.174.922.180.175.780;15.915.559.469.566.400;6.283.159.582.999.190;3.846.153.846.153.840
51.759.222.412.109.300;15.925.769.932.738.500;62.791.312.710.370.200;3.838.827.838.827.830
5.176.922.302.246.090;15.925.769.932.738.500;62.791.312.710.370.200;3.838.827.838.827.830
517.792.236.328.125;15.930.875.164.324.600;6.277.119.051.434.060;3.846.153.846.153.840
5.178.922.424.316.400;1.593.598.039.591.070;6.275.108.121.095.620;3.838.827.838.827.830
51.799.224.853.515.600;1.593.598.039.591.070;6.275.108.121.095.620;3.838.827.838.827.830
5.180.922.546.386.710;15.941.085.627.496.700;62.730.984.787.830.200;3.838.827.838.827.830
5.181.922.607.421.870;15.951.296.090.668.900;62.690.830.532.885.200;3.831.501.831.501.830
5.182.922.668.457.030;15.951.296.090.668.900;62.690.830.532.885.200;3.831.501.831.501.830
51.839.227.294.921.800;15.956.401.322.254.900;6.267.077.267.637.170;3.831.501.831.501.830
5.184.922.790.527.340;15.966.611.785.427.100;6.263.069.544.364.500;3.831.501.831.501.830
51.859.228.515.625;15.966.611.785.427.100;6.263.069.544.364.500;3.831.501.831.501.830
5.186.922.912.597.650;15.971.717.017.013.100;6.261.067.604.283.200;38.241.758.241.758.200
51.879.229.736.328.100;1.597.682.224.859.920;6.259.066.943.601.210;38.241.758.241.758.200
5.188.923.034.667.960;15.981.927.480.185.300;6.257.067.561.092.470;38.241.758.241.758.200
5.189.923.095.703.120;15.981.927.480.185.300;6.257.067.561.092.470;38.241.758.241.758.200
5.190.923.156.738.280;15.981.927.480.185.300;6.257.067.561.092.470;3.765.567.765.567.760
51.919.232.177.734.300;15.992.137.943.357.400;6.253.072.625.698.320;38.241.758.241.758.200
5.192.923.278.808.590;15.992.137.943.357.400;6.253.072.625.698.320;38.241.758.241.758.200
519.392.333.984.375;15.992.137.943.357.400;6.253.072.625.698.320;38.168.498.168.498.100
5.194.923.400.878.900;15.997.243.174.943.500;6.251.077.070.368.590;38.241.758.241.758.200
51.959.234.619.140.600;15.997.243.174.943.500;6.251.077.070.368.590;38.168.498.168.498.100
5.196.923.522.949.210;15.992.137.943.357.400;6.253.072.625.698.320;38.168.498.168.498.100
5.197.923.583.984.370;15.997.243.174.943.500;6.251.077.070.368.590;3.809.523.809.523.800
5.198.923.645.019.530;15.997.243.174.943.500;6.251.077.070.368.590;38.168.498.168.498.100
51.999.237.060.546.800;15.997.243.174.943.500;6.251.077.070.368.590;3.809.523.809.523.800
5.200.923.767.089.840;15.997.243.174.943.500;6.251.077.070.368.590;38.168.498.168.498.100
5.201.923.828.125;15.997.243.174.943.500;6.251.077.070.368.590;3.802.197.802.197.800
5.202.923.889.160.150;15.997.243.174.943.500;6.251.077.070.368.590;3.809.523.809.523.800
52.039.239.501.953.100;15.992.137.943.357.400;6.253.072.625.698.320;3.809.523.809.523.800
5.204.924.011.230.460;15.992.137.943.357.400;6.253.072.625.698.320;3.802.197.802.197.800
5.205.924.072.265.620;15.992.137.943.357.400;6.253.072.625.698.320;3.802.197.802.197.800
5.206.924.133.300.780;15.992.137.943.357.400;6.253.072.625.698.320;37.948.717.948.717.900
52.079.241.943.359.300;15.992.137.943.357.400;6.253.072.625.698.320;3.802.197.802.197.800
5.208.924.255.371.090;15.987.032.711.771.300;6.255.069.455.532.490;3.802.197.802.197.800
520.992.431.640.625;15.987.032.711.771.300;6.255.069.455.532.490;37.948.717.948.717.900
5.210.924.377.441.400;15.987.032.711.771.300;6.255.069.455.532.490;37.948.717.948.717.900
52.119.244.384.765.600;15.981.927.480.185.300;6.257.067.561.092.470;37.948.717.948.717.900
5.212.924.499.511.710;15.981.927.480.185.300;6.257.067.561.092.470;3.802.197.802.197.800
5.213.924.560.546.870;1.597.682.224.859.920;6.259.066.943.601.210;37.948.717.948.717.900
5.214.924.621.582.030;15.971.717.017.013.100;6.261.067.604.283.200;37.948.717.948.717.900
52.159.246.826.171.800;15.971.717.017.013.100;6.261.067.604.283.200;37.875.457.875.457.800
5.216.924.743.652.340;15.966.611.785.427.100;6.263.069.544.364.500;378.021.978.021.978
52.179.248.046.875;15.966.611.785.427.100;6.263.069.544.364.500;37.875.457.875.457.800
5.218.924.865.722.650;1.597.682.224.859.920;6.259.066.943.601.210;37.948.717.948.717.900
52.199.249.267.578.100;15.971.717.017.013.100;6.261.067.604.283.200;37.509.157.509.157.500
5.220.924.987.792.960;15.956.401.322.254.900;6.267.077.267.637.170;378.021.978.021.978
5.221.925.048.828.120;15.956.401.322.254.900;6.267.077.267.637.170;37.875.457.875.457.800
5.222.925.109.863.280;15.951.296.090.668.900;62.690.830.532.885.200;3.772.893.772.893.770
52.239.251.708.984.300;15.946.190.859.082.800;62.710.901.232.591.600;378.021.978.021.978
5.224.925.231.933.590;15.941.085.627.496.700;62.730.984.787.830.200;378.021.978.021.978
522.592.529.296.875;15.941.085.627.496.700;62.730.984.787.830.200;3.772.893.772.893.770
5.226.925.354.003.900;1.593.598.039.591.070;6.275.108.121.095.620;37.875.457.875.457.800
52.279.254.150.390.600;1.593.598.039.591.070;6.275.108.121.095.620;3.772.893.772.893.770
5.228.925.476.074.210;15.930.875.164.324.600;6.277.119.051.434.060;3.772.893.772.893.770
5.229.925.537.109.370;15.930.875.164.324.600;6.277.119.051.434.060;3.772.893.772.893.770
5.230.925.598.144.530;15.930.875.164.324.600;6.277.119.051.434.060;378.021.978.021.978
52.319.256.591.796.800;15.925.769.932.738.500;62.791.312.710.370.200;3.765.567.765.567.760
5.232.925.720.214.840;15.920.664.701.152.500;6.281.144.781.144.780;3.772.893.772.893.770
523.392.578.125;15.920.664.701.152.500;6.281.144.781.144.780;3.772.893.772.893.770
5.234.925.842.285.150;15.920.664.701.152.500;6.281.144.781.144.780;3.765.567.765.567.760
52.359.259.033.203.100;15.920.664.701.152.500;6.281.144.781.144.780;3.765.567.765.567.760
5.236.925.964.355.460;15.915.559.469.566.400;6.283.159.582.999.190;3.765.567.765.567.760
5.237.926.025.390.620;15.915.559.469.566.400;6.283.159.582.999.190;3.758.241.758.241.750
5.238.926.086.425.780;1.591.045.423.798.030;62.851.756.778.437.300;3.758.241.758.241.750
52.399.261.474.609.300;15.905.349.006.394.300;6.287.193.066.923.440;37.509.157.509.157.500
5.240.926.208.496.090;15.905.349.006.394.300;6.287.193.066.923.440;3.758.241.758.241.750
524.192.626.953.125;15.900.243.774.808.200;628.921.175.148.499;3.765.567.765.567.760
5.242.926.330.566.400;15.900.243.774.808.200;628.921.175.148.499;3.765.567.765.567.760
5.243.926.391.601.560;15.905.349.006.394.300;6.287.193.066.923.440;37.509.157.509.157.500
5.244.926.452.636.710;15.905.349.006.394.300;6.287.193.066.923.440;3.758.241.758.241.750
5.245.926.513.671.870;15.900.243.774.808.200;628.921.175.148.499;37.509.157.509.157.500
5.246.926.574.707.030;15.900.243.774.808.200;628.921.175.148.499;37.509.157.509.157.500
5.247.926.635.742.180;15.900.243.774.808.200;628.921.175.148.499;37.509.157.509.157.500
5.248.926.696.777.340;15.900.243.774.808.200;628.921.175.148.499;3.743.589.743.589.740
52.499.267.578.125;15.895.138.543.222.100;6.291.231.732.776.610;3.743.589.743.589.740
5.250.926.818.847.650;15.895.138.543.222.100;6.291.231.732.776.610;3.743.589.743.589.740
5.251.926.879.882.810;15.900.243.774.808.200;628.921.175.148.499;3.743.589.743.589.740
5.252.926.940.917.960;15.895.138.543.222.100;6.291.231.732.776.610;37.289.377.289.377.200
5.253.927.001.953.120;15.895.138.543.222.100;6.291.231.732.776.610;3.736.263.736.263.730
5.254.927.062.988.280;15.895.138.543.222.100;6.291.231.732.776.610;3.736.263.736.263.730
5.255.927.124.023.430;15.895.138.543.222.100;6.291.231.732.776.610;3.736.263.736.263.730
5.256.927.185.058.590;158.900.333.116.361;6.293.253.012.048.190;3.736.263.736.263.730
525.792.724.609.375;158.900.333.116.361;6.293.253.012.048.190;37.216.117.216.117.200
5.258.927.307.128.900;15.895.138.543.222.100;6.291.231.732.776.610;37.289.377.289.377.200
5.259.927.368.164.060;158.900.333.116.361;6.293.253.012.048.190;37.289.377.289.377.200
5.260.927.429.199.210;15.895.138.543.222.100;6.291.231.732.776.610;37.216.117.216.117.200
5.261.927.490.234.370;15.895.138.543.222.100;6.291.231.732.776.610;3.736.263.736.263.730
5.262.927.551.269.530;15.900.243.774.808.200;628.921.175.148.499;37.216.117.216.117.200
5.263.927.612.304.680;15.895.138.543.222.100;6.291.231.732.776.610;37.216.117.216.117.200
5.264.927.673.339.840;15.895.138.543.222.100;6.291.231.732.776.610;37.216.117.216.117.200
5.265.927.734.375;15.900.243.774.808.200;628.921.175.148.499;3.714.285.714.285.710
5.266.927.795.410.150;15.900.243.774.808.200;628.921.175.148.499;37.216.117.216.117.200
5.267.927.856.445.310;15.900.243.774.808.200;628.921.175.148.499;3.714.285.714.285.710
5.268.927.917.480.460;15.900.243.774.808.200;628.921.175.148.499;37.216.117.216.117.200
5.269.927.978.515.620;15.905.349.006.394.300;6.287.193.066.923.440;37.948.717.948.717.900
5.270.928.039.550.780;15.905.349.006.394.300;6.287.193.066.923.440;3.706.959.706.959.700
5.271.928.100.585.930;15.905.349.006.394.300;6.287.193.066.923.440;3.714.285.714.285.710
5.272.928.161.621.090;15.905.349.006.394.300;6.287.193.066.923.440;3.699.633.699.633.690
527.392.822.265.625;1.591.045.423.798.030;62.851.756.778.437.300;3.706.959.706.959.700
5.274.928.283.691.400;15.900.243.774.808.200;628.921.175.148.499;3.706.959.706.959.700
5.275.928.344.726.560;15.905.349.006.394.300;6.287.193.066.923.440;3.706.959.706.959.700
5.276.928.405.761.710;15.905.349.006.394.300;6.287.193.066.923.440;3.699.633.699.633.690
5.277.928.466.796.870;15.905.349.006.394.300;6.287.193.066.923.440;3.699.633.699.633.690
5.278.928.527.832.030;1.591.045.423.798.030;62.851.756.778.437.300;3.699.633.699.633.690
5.279.928.588.867.180;15.905.349.006.394.300;6.287.193.066.923.440;3.706.959.706.959.700
5.280.928.649.902.340;15.905.349.006.394.300;6.287.193.066.923.440;3.699.633.699.633.690
52.819.287.109.375;15.905.349.006.394.300;6.287.193.066.923.440;3.692.307.692.307.690
5.282.928.771.972.650;15.905.349.006.394.300;6.287.193.066.923.440;36.849.816.849.816.800
5.283.928.833.007.810;15.905.349.006.394.300;6.287.193.066.923.440;3.692.307.692.307.690
5.284.928.894.042.960;15.905.349.006.394.300;6.287.193.066.923.440;3.692.307.692.307.690
5.285.928.955.078.120;15.905.349.006.394.300;6.287.193.066.923.440;36.849.816.849.816.800
5.286.929.016.113.280;15.905.349.006.394.300;6.287.193.066.923.440;3.692.307.692.307.690
5.287.929.077.148.430;15.900.243.774.808.200;628.921.175.148.499;36.849.816.849.816.800
5.288.929.138.183.590;15.900.243.774.808.200;628.921.175.148.499;36.849.816.849.816.800
528.992.919.921.875;15.900.243.774.808.200;628.921.175.148.499;3.692.307.692.307.690
5.290.929.260.253.900;15.900.243.774.808.200;628.921.175.148.499;36.776.556.776.556.700
5.291.929.321.289.060;15.900.243.774.808.200;628.921.175.148.499;36.776.556.776.556.700
5.292.929.382.324.210;15.895.138.543.222.100;6.291.231.732.776.610;36.776.556.776.556.700
